-60,-60
-59.9999428794512,-59.9999428794512
-59.9957382872541,-59.9957382872541
-59.987081548168,-59.987081548168
-59.9697635041048,-59.9697635041048
-59.9399178678825,-59.9399178678825
-59.8258609503998,-59.8258609503998
-59.733061743917,-59.733061743917
-59.610821830504,-59.610821830504
-59.2626123654034,-59.2626123654034
-59.0298061760664,-59.0298061760664
-58.7540124152748,-58.7540124152748
-58.4329388001267,-58.4329388001267
-57.6483723856903,-57.6483723856903
-57.1829212968534,-57.1829212968534
-56.6682728958134,-56.6682728958134
-55.4932087088871,-55.4932087088871
-54.8349029862686,-54.8349029862686
-54.1315518608946,-54.1315518608946
-53.3852442447357,-53.3852442447357
-51.7737283377209,-51.7737283377209
-50.9141550126891,-50.9141550126891
-50.02278585511,-50.02278585511
-48.1576008261043,-48.1576008261043
-47.1903509331478,-47.1903509331478
-46.2043295393968,-46.2043295393968
-45.2026777361965,-45.2026777361965
-43.1642929093765,-43.1642929093765
-42.132971759135,-42.132971759135
-41.0967814978926,-41.0967814978926
-39.01785826424,-39.01785826424
-37.9784643437321,-37.9784643437321
-36.9408876025037,-36.9408876025037
-35.9061424900806,-35.9061424900806
-33.8481843832708,-33.8481843832708
-33.75,-33.75
-32.7284499260746,-32.7284499260746
-30.7026859859009,-30.7026859859009
-29.7003592100929,-29.7003592100929
-28.7065788438145,-28.7065788438145
-27.7225990369586,-27.7225990369586
-25.7892732795017,-25.7892732795017
-24.8425505353383,-24.8425505353383
-23.9108164886968,-23.9108164886968
-22.0970029750592,-22.0970029750592
-21.2170326907484,-21.2170326907484
-20.3562382083665,-20.3562382083665
-19.5153739099759,-19.5153739099759
-17.8957570135409,-17.8957570135409
-17.1178015353654,-17.1178015353654
-16.3613657819336,-16.3613657819336
-14.9130217261829,-14.9130217261829
-14.2207396338364,-14.2207396338364
-13.5492404725455,-13.5492404725455
-12.8980063550457,-12.8980063550457
-11.6536837309955,-11.6536837309955
-11.0590127130078,-11.0590127130078
-10.4814646537082,-10.4814646537082
-9.37369385618462,-9.37369385618462
-8.84131512407331,-8.84131512407331
-8.32177425754106,-8.32177425754106
-7.81391970129075,-7.81391970129075
-6.82865047416175,-6.82865047416175
-6.34895869314985,-6.34895869314985
-5.87642363764995,-5.87642363764995
-4.94866986723922,-4.94866986723922
-4.49151849561229,-4.49151849561229
-4.03767559999672,-4.03767559999672
-3.58635513032941,-3.58635513032941
-2.68855270172313,-2.68855270172313
-2.24092158228017,-2.24092158228017
-1.79351496196629,-1.79351496196629
-0.898003702053536,-0.898003702053536
-0.449398994484909,-0.449398994484909
5.57291173208796e-08,5.57291173208796e-08
0,0
0.901745817270381,0.901745817270381
1.35466626497074,1.35466626497074
1.80959780998162,1.80959780998162
2.72816303376428,2.72816303376428
3.19334479181211,3.19334479181211
3.66358782994374,3.66358782994374
4.13978008470179,4.13978008470179
5.11360513723063,5.11360513723063
5.61300894532527,5.61300894532527
6.12187749723118,6.12187749723118
7.17117169495478,7.17117169495478
7.71304399357725,7.71304399357725
8.26726050451446,8.26726050451446
8.83438104463689,8.83438104463689
10.0092051275189,10.0092051275189
10.6176537276026,10.6176537276026
11.2404947929896,11.2404947929896
12.5299992333525,12.5299992333525
13.1967991441873,13.1967991441873
13.878269710878,13.878269710878
14.5743059184881,14.5743059184881
16.0093466975013,16.0093466975013
16.747846527406,16.747846527406
17.499912468904,17.499912468904
19.0432251559751,19.0432251559751
19.8336250611842,19.8336250611842
20.6359082893015,20.6359082893015
21.4495876913123,21.4495876913123
23.1091105159935,23.1091105159935
23.9539177607777,23.9539177607777
24.8080572268226,24.8080572268226
